,textEn,id,created_at,retweet_count,user_screen_name,user_followers_count,user_location,Hashtags,text,Date
324,@Bart_Wielinski Smog I see.,1114123249447841795,2019-04-05 11:10:56,0,filippskora,188,Brussels & Kraków,[],@Bart_Wielinski Smog widzę.,04-05 
325,Voivodship assemblies will have to adopt new # air_protection programs and short-term action plans in ...,1114111261749465088,2019-04-05 10:23:18,0,TerazSrodowisko,1378,"Warszawa, Polska","[{'text': 'ochrona_powietrza', 'indices': [54, 72]}]",Sejmiki województw będą musiały przyjąć nowe programy #ochrona_powietrza oraz plany działań krótkoterminowych w nie…,04-05 
326,I can even accept smog,1114109564461432832,2019-04-05 10:16:33,0,xmercyxx,2427,LLJ🕊,[],Mogę nawet zaakceptować smog,04-05 
327,My priorities for @Europarl_PL elections: 1) stop smog 2) stop junk 3) various equal in rights 4) transport for ...,1114094971139837952,2019-04-05 09:18:34,6,RokickaJulia,421,"Wrocław, Polska",[],Moje priorytety na wybory @Europarl_PL: 1)stop smog 2)stop śmieciom 3)różnorodni równi w prawach 4)transport dla…,04-05 
328,RT @MiastoJestOur: The European lives on average for almost two years by #smog - according to World Economic Forum data. We emphasize - it's medium ...,1114084063441297410,2019-04-05 08:35:14,1,MonikaCycling,185,,"[{'text': 'smog', 'indices': [70, 75]}]",RT @MiastoJestNasze: Europejczyk żyje średnio krócej o dwa lata przez #smog - wynika z danych World Economic Forum. Podkreślamy - to śred…,04-05 
329,The key to the streets of #osPodwawelskie is definitely a big plus for exhaust emissions 😈 #smog,1114081765688258560,2019-04-05 08:26:06,0,AdamKrawacki,336,,"[{'text': 'osPodwawelskie', 'indices': [20, 35]}, {'text': 'smog', 'indices': [92, 97]}]",Kluczenie uliczkami #osPodwawelskie na pewno to duży plus dla emisji spalin samochodowych 😈 #smog,04-05 
330,"Thread. I have a question for everyone who cares about life without smog, the production of which contributes to such work ...",1114080146208772096,2019-04-05 08:19:40,0,KittyHissmore,226,EU(PL),[],"Wątek. Mam pytanie do wszystkich, którym zależy na życiu bez smogu, do którego produkcji przyczynia się taka działa…",04-05 
331,"@ZasadaMarcin @zachodni I'm ready to read this, and I'm only halfway. There really is no more important in Silesia ...",1114074982940925955,2019-04-05 07:59:09,0,KostkaOlga,1564,Poland,[],"@ZasadaMarcin @zachodni Gotuję się czytając to, a jestem dopiero w połowie. Naprawdę nie ma na Śląsku ważniejszych…",04-05 
332,The European lives on average less than two years by #smog - according to World Economic Forum data. We emphasize - this is ...,1114072816297611264,2019-04-05 07:50:32,1,MiastoJestNasze,7828,"Warsaw, Poland","[{'text': 'smog', 'indices': [49, 54]}]",Europejczyk żyje średnio krócej o dwa lata przez #smog - wynika z danych World Economic Forum. Podkreślamy - to ś…,04-05 
333,"Smog alarm level (suspended dust) reduced from 300 to 250μg / m3. Supposedly lower, but still the highest in the EU. #smog",1114057110298427392,2019-04-05 06:48:07,0,DorotaNiecko,2664,"Katowice, Poland","[{'text': 'smog', 'indices': [111, 116]}]","Poziom alarmowania o smogu (pył zawieszony) obniżony z 300 na 250μg/m3. Niby niższy, ale i tak najwyższy w UE. #smog",04-05 
334,Poles use solutions that protect them from the effects of smog - #ecology # environment ...,1114056933097582594,2019-04-05 06:47:25,0,FundacjaIRME,365,"Poznań, Polska","[{'text': 'ekologia', 'indices': [93, 102]}, {'text': 'środowisko', 'indices': [103, 114]}]",Polacy korzystają z rozwiązań chroniących ich przed skutkami smogu - #ekologia #środowisko…,04-05 
335,Poles use solutions that protect them from the effects of # smog.u,1114056067095453696,2019-04-05 06:43:59,0,COS_Poznan,108,ul. Polna 7 62-006 Kobylnica,"[{'text': 'smog', 'indices': [61, 66]}]",Polacy korzystają z rozwiązań chroniących ich przed skutkami #smog.u,04-05 
336,"Yesterday, the Minister of the Environment announced new thresholds for warning against air pollution. Alert level at ...",1114055813675593730,2019-04-05 06:42:58,5,SmogLab,775,Poland,[],Wczoraj Minister Środowiska ogłosił nowe progi ostrzegania przed zanieczyszczeniem powietrza. Poziom alarmowania o…,04-05 
337,"@A_Pawlikowski @TomaszDetka And no, because in the winter we breathe # smog.iem",1114055441359757312,2019-04-05 06:41:30,0,TurekZbig,34,,"[{'text': 'smog', 'indices': [53, 58]}]","@A_Pawlikowski @TomaszDetka A nie, bo zimą oddychamy #smog.iem",04-05 
338,"The new alarm thresholds for smog are to be almost 3x higher than the recommendations of health experts. ""I'm talking ...",1114052981119508480,2019-04-05 06:31:43,13,SmogLab,775,Poland,[],"Nowe progi alarmowe dla smogu mają być prawie 3x wyższe niż rekomendacje ekspertów zajmująych się zdrowiem. ""Mówie…",04-05 
339,@PrezesTwiterza @napalonywikary Kpop with a powerful breath pulls smog from China over the Wikary parish.,1114052718069469184,2019-04-05 06:30:40,0,PanPalemka,626,,[],@PrezesTwiterza @napalonywikary Kpop potężnym wdechem ściąga smog z Chin nad parafię Wikarego.,04-05 
340,More restrictive regulations on informing about smog are promising. We are for #smog #onemission ...,1114052427542597632,2019-04-05 06:29:31,0,BiuroprasoweEco,173,"Opole, Polska","[{'text': 'smog', 'indices': [91, 96]}, {'text': 'niskaemisja', 'indices': [97, 109]}]",Zapowiadają się bardziej restrykcyjne przepisy dotyczące informowania o smogu. Jesteśmy za #smog #niskaemisja…,04-05 
341,@PremierRP There causes smog lies and manipulation today ...,1114052095747997697,2019-04-05 06:28:12,0,zaba541,810,,[],@PremierRP Tam powoduje że dziś smog kłamstw i manipulacji...,04-05 
342,"RT @ Energetyka_24: The same amount of dust as a five-year-old tree is able to catch a square meter of anti-smog meadow, which was developed in Pol ...",1114041904730181633,2019-04-05 05:47:42,3,tomek_wyszynski,1157,,[],"RT @Energetyka_24: Tyle samo pyłów, co pięcioletnie drzewo, jest w stanie wyłapać metr kwadratowy łąki antysmogowej, którą opracowano w Pol…",04-05 
343,Daily smog report - 5/04/2019 - by @swiatoze #ekologia # środowiska # natura ...,1114040735102382080,2019-04-05 05:43:03,0,FundacjaIRME,365,"Poznań, Polska","[{'text': 'ekologia', 'indices': [79, 88]}, {'text': 'środowisko', 'indices': [89, 100]}, {'text': 'natura', 'indices': [101, 108]}]",Codzienny raport smogowy – 5.04.2019 - przez @swiatoze #ekologia #środowisko #natura…,04-05 
344,"I know that the courts, women's rights and smog are supportive topics that warm up Poles more, but where in all of this ...",1114038974824239104,2019-04-05 05:36:04,0,DariaGrzesiek,81,"Mazowieckie, Polska",[],"Wiem, że sądy, prawa kobiet i smog to nośne tematy, które bardziej rozgrzewają Polaków, ale gdzie w tym wszystkim z…",04-05 
345,"Smog also wraps villages. The need for support for the exchange of stale furnaces / Current news from Poland, information ...",1114038243866157056,2019-04-05 05:33:09,0,FundacjaIRME,365,"Poznań, Polska",[],"Smog spowija także wioski. Potrzeba wsparcia na wymianę starych pieców / Aktualne wiadomości z Polski, informacje r…",04-05 
346,We have good news - the Ministry of the Environment finally took pity on our lungs and promises to lower the levels ...,1114037549880827904,2019-04-05 05:30:24,0,SwiatOZE,301,,[],Mamy dobą nowinę – Ministerstwo Środowiska w końcu się zlitowało nad naszymi płucami i zapowiada obniżenie poziomów…,04-05 
347,The same amount of dust as a five-year-old tree is able to catch a square meter of an anti-smog meadow that has been developed ...,1114037448558825472,2019-04-05 05:30:00,3,Energetyka_24,5498,,[],"Tyle samo pyłów, co pięcioletnie drzewo, jest w stanie wyłapać metr kwadratowy łąki antysmogowej, którą opracowano…",04-05 
348,"I recommend your attention. Report @WWF_Polska and @BCG ""Poland 2050 for generations - we choose the future"" ...",1114034032218705921,2019-04-05 05:16:25,4,mkaczerowski,1582,"Warsaw, Gliwice - Poland",[],Polecam Waszej uwadze Raport @WWF_Polska i @BCG „Polska 2050 dla pokoleń - wybieramy przyszłość”…,04-05 
349,"@Tulilam I understand, but I meant something else. If I write Grzegorz Braun, or wrote a book, I'm guessing ...",1114032978219405312,2019-04-05 05:12:14,0,BartekDajnowski,1255,Warszawa,[],"@Tulilam Rozumiem, ale chodziło mi o coś innego. Jeśli Grzegorz Braun napiszę, lub napisał książkę to domyślam się…",04-05 
350,RT @tlenu_prosze: It came along with the bill. Welcome to the 19th century. # Energetics # coal #smog #oze,1114030863837204480,2019-04-05 05:03:50,1,polacydlaklima1,2101,Poland,"[{'text': 'energetyka', 'indices': [66, 77]}, {'text': 'węgiel', 'indices': [78, 85]}, {'text': 'smog', 'indices': [86, 91]}, {'text': 'oze', 'indices': [92, 96]}]",RT @tlenu_prosze: Przyszło razem z rachunkiem. Witamy w XIX wieku.#energetyka #węgiel #smog #oze,04-05 
351,RT @rowerowesygnaly: An interactive map of air quality. London did it really well. #smog 👉,1114027696433111040,2019-04-05 04:51:15,1,jaroslawdebski,41,,"[{'text': 'smog', 'indices': [92, 97]}]",RT @rowerowesygnaly: Interaktywna mapa jakości powietrza. Londyn zrobił to naprawdę dobrze. #smog 👉,04-05 
352,"Wgl, that's how I got up, hey, hey. I mean, it's 3 shit, but for my eternally clean cere, it's okay.",1114025305679773696,2019-04-05 04:41:45,0,pierozekyoongi,1815,Yoongi’s heart,[],Wgl tak mnie wysypalo wokol mordy ze hej. Znaczy to sa z 3 syfy ale jak na moja wiecznie czysta cere to wysyp okej.…,04-05 
353,Allergies? Smog? There is advice for this 👍👍👍,1113974730917339136,2019-04-05 01:20:47,3,Andrzej92721218,94,"Warszawa, Polska",[],Alergie? Smog? Jest na to rada 👍👍👍,04-05 
354,"Whenever I travel by train in China and I see this smog in some cities, I can say that Beijing is very clean ...",1113965036093841408,2019-04-05 00:42:15,0,13_hiddentrack,137,Beijing,[],"Zawsze jak jeżdżę pociągiem po Chinach i widzę ten smog w niektórych miastach, to stwierdzam, że Pekin jest jednak bardzo czysty...",04-05 
355,RT @AukselAnna: We are about to start a debate about smog and low-emission cars. #smog #Warszawa #RadaWarszawy,1113952320751116288,2019-04-04 23:51:44,3,NMiasto,32,,"[{'text': 'smog', 'indices': [81, 86]}, {'text': 'Warszawa', 'indices': [87, 96]}, {'text': 'RadaWarszawy', 'indices': [97, 110]}]",RT @AukselAnna: Za chwilę zaczynamy debatę na temat smogu i aut niskoemisyjnych. #smog #Warszawa #RadaWarszawy,04-04 
356,@onlykwiatek @xlouehazza Different climate? It's by smog XD,1113924475261730817,2019-04-04 22:01:05,0,dupa_majkela,769,,[],@onlykwiatek @xlouehazza Inny klimat? To przez smog XD,04-04 
357,Interactive map of air quality. London did it really well. #smog 👉,1113914647063744521,2019-04-04 21:22:02,1,rowerowesygnaly,1411,"Poznań, Polska","[{'text': 'smog', 'indices': [71, 76]}]",Interaktywna mapa jakości powietrza. Londyn zrobił to naprawdę dobrze. #smog 👉,04-04 
358,". @ DziennikPL: ""Poland is black from smog, brown from hatred."" @Greenes explain why they joined the Coalition ...",1113912964732596230,2019-04-04 21:15:20,0,MazurArtur,454,"Chełm, Polska",[],".@DziennikPL: „Polska czarna od smogu, brunatna od nienawiści"". @Zieloni tłumaczą, dlaczego przystąpili do Koalicji…",04-04 
359,@BeataZolnieruk @Platforma_org @J_Lewandowski Raise the sound once more. On posters with him. Lewandowski was from ...,1113910084432744457,2019-04-04 21:03:54,0,domin_smog,25,,[],@BeataZolnieruk @Platforma_org @J_Lewandowski Nagłaśniać jeszcze raz nagłaśniać. Na afisze z nim. Lewandowski był z…,04-04 
360,"RT @po_opolskie: THE UNION OF CLEAN AIR AND CHEAPER ENERGY We will get EU funds for green energy, protecting the climate, our health, eli ...",1113909803238215696,2019-04-04 21:02:47,19,SkryckiAdam,2512,Warszawa/Zielona Góra,[],"RT @po_opolskie: UNIA CZYSTEGO POWIETRZA I TANIEJ ENERGII Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdrowie, eli…",04-04 
361,"RT @Platforma_org: THE UNION OF CLEAN AIR AND CHEAPER ENERGY We will get EU funds for green energy, protecting the climate, our health, ...",1113909336433152001,2019-04-04 21:00:55,19,SkryckiAdam,2512,Warszawa/Zielona Góra,[],"RT @Platforma_org: UNIA CZYSTEGO POWIETRZA I TANIEJ ENERGII Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdrowie, e…",04-04 
362,"BTW, I wonder how #Brexit looks from the perspective of Elżbieta II, who remembers: 🇬🇧 The layout in Munich 🇬🇧II War ...",1113904911345967104,2019-04-04 20:43:20,8,jakubwiech,2406,"Warszawa, Mazowieckie","[{'text': 'Brexit', 'indices': [17, 24]}]","BTW, ciekawe jak #Brexit wygląda z perspektywy Elżbiety II, która pamięta przecież: 🇬🇧Układ w Monachium 🇬🇧II Wojnę…",04-04 
363,"RT @ Andrzej92721218: Proud. The Polish company has introduced the BALLU brand market. The giant in the production of m in heating, air-conditioning and ...",1113899083394109441,2019-04-04 20:20:11,1,place_wellness,49,Polska,[],"RT @Andrzej92721218: Dumny. Polska firma wprowadziła ma rynek markę BALLU. Gigant w produkcji m in urządzeń grzewczych, klimatyzacyjnych i…",04-04 
364,BALLU brand. Bravo 👏👏👏 #ballupolska # cleaner air ...,1113898866548588544,2019-04-04 20:19:19,0,place_wellness,49,Polska,"[{'text': 'ballupolska', 'indices': [71, 83]}, {'text': 'oczyszczaczepowietrza', 'indices': [84, 106]}]",marka BALLU. Brawo 👏👏👏 #ballupolska #oczyszczaczepowietrza…,04-04 
365,"Do we have a free market or regulated? They will forbid us to drive cars because it is an unhealthy test, smog, etc. #insizing",1113898571143745536,2019-04-04 20:18:09,0,foxMariusz,0,,"[{'text': 'wtylewizji', 'indices': [104, 115]}]","Mamy wolny rynek czy regulowany? Zaraz zabronią nam jeździć samochodami bo to test niezdrowe, smog itd #wtylewizji",04-04 
366,Proud. The Polish company has introduced the BALLU brand market. The giant in the production of heating and air-conditioning devices ...,1113898206495162368,2019-04-04 20:16:42,1,Andrzej92721218,94,"Warszawa, Polska",[],"Dumny. Polska firma wprowadziła ma rynek markę BALLU. Gigant w produkcji m in urządzeń grzewczych, klimatyzacyjnych…",04-04 
367,RT @londoneria: Air purification bikes in the streets of London #Londyn #London #Smog More of our articles →→ ...,1113897516410515456,2019-04-04 20:13:57,4,londoneria,2196,"Westminster, London","[{'text': 'Londyn', 'indices': [66, 73]}, {'text': 'London', 'indices': [74, 81]}, {'text': 'Smog', 'indices': [82, 87]}]",RT @londoneria: Rowery oczyszczające powietrze na ulicach Londynu #Londyn #London #Smog Więcej naszych artykułów →→…,04-04 
368,@MGolbik @joannakluzik @KLubnauer @Zieloni @KossakM @NewsPlatform @ @European @wlodekczarzasty @KosiniakKamysz Na ...,1113896162271145986,2019-04-04 20:08:34,0,August11047403,5,,[],@MGolbik @joannakluzik @KLubnauer @Zieloni @KossakM @NewsPlatforma @KEuropejska @wlodekczarzasty @KosiniakKamysz Na…,04-04 
369,"@smog_wawerski @MiastoJestNasze I agree, where is to be eco, not on the Vistula? If I wrote the terms of this ko ...",1113891787372888065,2019-04-04 19:51:11,0,JanMencwel,4532,Warszawa,[],"@smog_wawerski @MiastoJestNasze Zgadzam się, gdzie ma być eko jak nie nad Wisłą? Gdybym to ja pisał warunki tego ko…",04-04 
370,@rzedowska @KurtykaMichal @MarcinKorolec @BacaPogorzelska @fppepl @MinZdrowia @alarm_smogowy @ WysokiePlapping ...,1113889866603954179,2019-04-04 19:43:33,0,michalsetlak,3315,"Warszawa, Poland",[],@rzedowska @KurtykaMichal @MarcinKorolec @BacaPogorzelska @fppepl @MinZdrowia @alarm_smogowy @WysokieNapiecie…,04-04 
371,Meadows that filter like smog.,1113884417292894214,2019-04-04 19:21:54,0,SlawekKuchta,85,Poland,[],"Łąki, które niczym filtry, wyłapują smog.",04-04 
372,"@waldemarkowal And who smog us, who has ruled so many years and shit, to chu. ass and stones bought.",1113882996522799111,2019-04-04 19:16:15,0,AdelAlda27,191,Polska,[],"@waldemarkowal A kto ten smog nam zafundował, kto rządził tyle lat i srał, do chu. dupy i kamieni kupy.",04-04 
373,"@taevbubbles I am not responsible for the health of your airways by this smog, by the way",1113881312581046282,2019-04-04 19:09:34,0,lovejiminiex,1831,in jimin's heart,[],@taevbubbles nie odpowiadam za zdrowie twoich dróg oddechowych przez ten smog u mnie tak na marginesie,04-04 
374,"It's a mockery. Now the alarm levels for PM10 are the highest in the EU, and after the change will be ... the highest in the whole EU ...",1113880596827262979,2019-04-04 19:06:43,11,alarm_smogowy,3332,,[],"To kpina. Teraz poziomy alarmowe dla PM10 są najwyższe w UE, a po zmianie będą... najwyższe w całej UE.…",04-04 
375,@shannscoffee no my breathing problems + smog is this one,1113879838144778240,2019-04-04 19:03:42,0,sztukazalosci,1308,bts exo nct,[],@shannscoffee no moje problemy z oddychaniem+smog to ten,04-04 
376,Krakow's children do not have this light smog,1113872364910141440,2019-04-04 18:34:01,0,MavrocK11,494,W-wa,[],Krakowskie dzieci nie mają lekko przez ten smog,04-04 
377,#Warszawa - the first 10 time lost in traffic jams in the world ... 😤 It's what to do @trzaskowski_ @ warszawa ...,1113865973373853696,2019-04-04 18:08:37,0,AndrzejDziukala,338,Warszawa,"[{'text': 'Warszawa', 'indices': [0, 9]}]",#Warszawa - pierwsza 10 czasu straconego w korkach na świecie... 😤 Jest co robić @trzaskowski_ @warszawa…,04-04 
378,"Ministry of Environment spokesman says that ""air quality in Poland will improve in a few years"" thanks to the government ...",1113863601817817088,2019-04-04 17:59:11,0,polskieradiopl,23638,Polska,"[{'text': 'środowiska', 'indices': [22, 33]}]","Rzecznik ministerstwa #środowiska mówi, że ""jakość powietrza w Polsce poprawi się za kilka lat"" za sprawą rządowego…",04-04 
379,"@wiosnabiedronia @LukaszKohut And where was the smog 20, 30, and even 40 years ago in Silesia? Ie. what are we supposed to do? For 50 ...",1113858948451459073,2019-04-04 17:40:42,0,Marcin44630385,2,U Siebie. Kurwa,[],"@wiosnabiedronia @LukaszKohut A gdzie był smog 20, 30, a nawet 40 lat temu na Śląsku? Tzn. co mamy zrobić? Przez 50…",04-04 
380,"@Radio_TOK_FM Stoves smoke for 5 months and we have smog for 12 days, so head to mind.",1113857015129038849,2019-04-04 17:33:01,0,KlarWieting77,15,,[],@Radio_TOK_FM Piece dymią 5 miesięcy a smog mamy przez 12 więc czas udać się po rozum do głowy..,04-04 
381,"In the conditions of the competition for the lease of boulevards, there is no REQUIREMENT of measures restricting the ""production"" of plastic on the Vistula. Tr ...",1113856857515483137,2019-04-04 17:32:23,1,smog_wawerski,270,"Warszawa, Polska",[],"W warunkach konkursu na dzierżawę bulwarów nie ma WYMOGU działań ograniczających ""produkcję"" plastiku nad Wisła. Tr…",04-04 
382,@JustynaGlusman @Ekokons Preference is not a requirement ❗ It would be something if everybody taking part had a REGISTERED garden ...,1113853633353932805,2019-04-04 17:19:35,0,smog_wawerski,270,"Warszawa, Polska",[],@JustynaGlusman @Ekokons Preferencja to nie wymóg❗ Stałoby się coś gdyby wszyscy startujący mieli wpisany WYMÓG ogr…,04-04 
383,"""Poland is black from smog, brown from hatred"". The Greens explain why they joined the European Coalition",1113853062299488256,2019-04-04 17:17:19,0,graniszewski,547,,[],"""Polska czarna od smogu, brunatna od nienawiści"". Zieloni tłumaczą, dlaczego przystąpili do Koalicji Europejskiej",04-04 
384,"At present, in Poland, the # smog.owy alarm is announced after exceeding the daily average value of 300 micrograms per meter ...",1113849681921101825,2019-04-04 17:03:53,0,PR24_pl,39112,Warszawa,"[{'text': 'smog', 'indices': [23, 28]}]",Obecnie w Polsce alarm #smog.owy ogłaszany jest po przekroczeniu średniodobowej wartości 300 mikrogramów na metr sz…,04-04 
385,"@ Gorlewski10 ... and this knock is getting closer, ... thieving, giving away ... all over. Smell # PiS'i worse than # smog.",1113841363018309634,2019-04-04 16:30:49,0,ALetkiewicz,5704,Poland,"[{'text': 'PiS', 'indices': [100, 104]}, {'text': 'smog', 'indices': [117, 122]}]","@Gorlewski10 ... a to pukanie jest coraz bliżej, ... złodziejstwo, rozdawnictwo .. na całego. Smród #PiS'i gorszy od #smog'u.",04-04 
386,Alarm levels proposed today by @MinSrodowiska are a mockery of the health of Poles. What does @MinHealth at? ...,1113835381240344577,2019-04-04 16:07:03,17,AndrzejGu,407,Krako,[],Poziomy alarmowania zaproponowane dziś przez @MinSrodowiska to kpina ze zdrowia Polaków. Co na to @MinZdrowia?…,04-04 
387,"THE UNION OF CLEAN AIR AND CHEAPER ENERGY We will get EU funds for green energy, protecting the climate, our health ...",1113831129998614540,2019-04-04 15:50:10,2,PlatformaPo,10,Warszawa Praga-Północ ,[],"UNIA CZYSTEGO POWIETRZA I TANIEJ ENERGII Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdrow…",04-04 
388,"RT @bbudka: THE UNION OF CLEAN AIR AND CHEAPER ENERGY We will get EU funds for green energy, protecting the climate, our health, eliminate ...",1113823690175725568,2019-04-04 15:20:36,13,Archie_Choar,716,,[],"RT @bbudka: UNIA CZYSTEGO POWIETRZA I TANIEJ ENERGII Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdrowie, eliminuj…",04-04 
389,@zyziza We already know why Krakuses live longer. They give free rein to emotions. Smog has nothing to do here :),1113793791696175104,2019-04-04 13:21:47,0,Agnieszka032,338,,[],@zyziza To już wiemy dlaczego Krakusy żyją dłużej. Dają upust emocjom. Smog nie ma tu nic do rzeczy:),04-04 
390,"@SMWarszawa The question asked by the children had to be answered: ""Dear children, polluters are punished with a mandate ...",1113791564067872768,2019-04-04 13:12:56,0,smog_wawerski,270,"Warszawa, Polska",[],"@SMWarszawa Na zadane przez dzieci pytanie trzeba było odpowiedzieć: ""Drogie dzieci, trucicieli karze się mandatem…",04-04 
391,"The question asked by the children had to be answered: ""Dear children, polluters are punished with a mandate of PLN 80. So much in ...",1113790285505540096,2019-04-04 13:07:51,0,smog_wawerski,270,"Warszawa, Polska",[],"Na zadane przez dzieci pytanie trzeba było odpowiedzieć: ""Drogie dzieci, trucicieli karze się mandatem 80zł. Tyle w…",04-04 
392,"@ Turles44 If it was not for smog, it's perfect for a fashionable pile.",1113788823627026432,2019-04-04 13:02:03,0,komarzeniec,5,,[],@Turles44 Gdyby nie smog to idealna na modny ostatnio stos.,04-04 
393,@KoRnFCB Something like this is: Natural stink & gt; smog 😉,1113782707601932288,2019-04-04 12:37:45,0,gaskadamian,1731,Warsaw / #Team4F,[],@KoRnFCB Coś w tym jest : Naturalny smród &gt; smog 😉,04-04 
394,@gaskadamian Exactly. Everyone has their own place and let it be where it is good for him. Better than the famous smog 😉,1113782353573437443,2019-04-04 12:36:20,0,KoRnFCB,927,Szczytno,[],"@gaskadamian Dokładnie. Każdy ma swoje miejsce i niech będzie tam, gdzie mu dobrze. Lepsze to niż słynny smog 😉",04-04 
395,"RT @adam_korol: THE UNION OF CLEAN AIR AND CHEAPER ENERGY👍 We will get EU funds for green energy, protecting the climate, our health, eli ...",1113781074541330432,2019-04-04 12:31:15,1,PO_Lodzkie,1460,"Łódzkie, Polska",[],"RT @adam_korol: UNIA CZYSTEGO POWIETRZA I TANIEJ ENERGII👍 Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdrowie, eli…",04-04 
396,"RT @KorWroblewska: We will raise EU funds for green energy, protecting the climate, our health, eliminating smog, and at the same time cheaper for ...",1113778756387254272,2019-04-04 12:22:03,7,NewsPlatforma,8940,"Warszawa, Polska",[],"RT @KorWroblewska: Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdrowie, eliminującą smog, a zarazem tańszą dla prze…",04-04 
397,"THE UNION OF CLEAN AIR AND CHEAPER ENERGY. We will get EU funds for green energy, protecting the climate, our health ...",1113777667600465920,2019-04-04 12:17:43,1,adam_korol,2118,"#Gdansk, #pomorskie",[],"UNIA CZYSTEGO POWIETRZA I TANIEJ ENERGII👍 Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdro…",04-04 
398,"RT @MagorzataGrajew: @pisorgpl Under the rule of the PiS, the smog is growing, coal from Russia accounts for about 70% of all imports, has increased threefold and grows ...",1113776510060695552,2019-04-04 12:13:07,2,gladiatorvicto,1032,,[],"RT @MagorzataGrajew: @pisorgpl Za rządów PiS smog coraz większy, węgiel z Rosji to ok. 70% całego importu, wzrósł trzykrotnie i rośnie nada…",04-04 
399,"@pisorgpl Under the rule of the PiS, the smog is growing, coal from Russia is about 70% of all imports, it has grown three times and it grows ...",1113776274424700928,2019-04-04 12:12:11,2,MagorzataGrajew,389,,[],"@pisorgpl Za rządów PiS smog coraz większy, węgiel z Rosji to ok. 70% całego importu, wzrósł trzykrotnie i rośnie n…",04-04 
400,"@bbudka Hahahahaha😂 what measures, what smog.",1113775297822908417,2019-04-04 12:08:18,0,WDobrarada,174,"Warszawa, Polska",[],"@bbudka Hahahahaha😂 jakie środki, jaki smog.",04-04 
401,"@wiosnabiedronia @LukaszKohut From pollination I still understand, but smog? ;) ovaries of you.",1113774071077113856,2019-04-04 12:03:26,0,NaczelnyBezczel,22,,[],"@wiosnabiedronia @LukaszKohut Od zapylenia to jeszcze rozumiem, ale smog ? ;) jajcarze z was.",04-04 
402,"We will obtain EU funds for green energy, protecting the climate, our health, eliminating smog, and at the same time cheaper for ...",1113773188104716288,2019-04-04 11:59:55,7,KorWroblewska,4102,Warszawa,[],"Pozyskamy środki unijne na zieloną energię, chroniącą klimat, nasze zdrowie, eliminującą smog, a zarazem tańszą dla…",04-04 
403,"RT @rzedowska: For the fact that there is low awareness about the #smog harmfulness, doctors answer - #TadeuszZielonka in @warszawa #NOx us poruj ...",1113751732255903749,2019-04-04 10:34:40,1,bartiniPL,506,Rzeczpospolita Polska,"[{'text': 'smog', 'indices': [69, 74]}, {'text': 'TadeuszZielonka', 'indices': [97, 113]}, {'text': 'NOx', 'indices': [126, 130]}]","RT @rzedowska: Za to, że jest niska świadomość na temat szkodliwości #smog odpowiadają lekarze - #TadeuszZielonka w @warszawa #NOx nas truj…",04-04 
404,"@beatamk @pisorgpl # MojaPiątka Nie Disabled, SOR, Doctors and Nurses, Smog, Teachers",1113751142813569024,2019-04-04 10:32:19,0,moja_polska,0,,"[{'text': 'MojaPiątka', 'indices': [19, 30]}]","@beatamk @pisorgpl #MojaPiątka Niepełnosprawni, SOR, Lekarze i Pielęgniarki, Smog, Nauczyciele",04-04 
405,"# JakubFarys, bravely about the fact that he does not believe in changes, because so far no authority has taken real action having ...",1113746317111582720,2019-04-04 10:13:09,0,rzedowska,403,,"[{'text': 'JakubFaryś', 'indices': [0, 11]}]","#JakubFaryś odważnie o tym, że nie wierzy w zmiany, bo do tej pory żadna władza nie podjęła realnych działań mający…",04-04 
406,"@leva_joanna Oj Bidulko😕Knowledge, smog, not enough traffic. Recommendation ""Bread with butter, and finely chopped garlic with ...",1113746098722672640,2019-04-04 10:12:16,0,Quercu_Mountain,1693,Polska,[],"@leva_joanna Oj Bidulko😕Przegrzanie, smog, za mało ruchu. Zalecenie😊Chleb z masłem, i drobno pokrojonym czosnkiem o…",04-04 
407,Where do I get lung cancer? Gene mix and exposure to harmful substances. You have to talk about it. Today he says ...,1113744700459180032,2019-04-04 10:06:43,0,rzedowska,403,,[],Skąd mam nowotwór płuc? Miks genów i ekspozycja na szkodliwe substancje. O tym trzeba mówić. Dziś mówi…,04-04 
408,It is an amazing smog over Warsaw,1113744533672665088,2019-04-04 10:06:03,0,tyska_a,109,,[],Nad tą Warszawa to smog niesamowity,04-04 
409,It came with the bill. Welcome to the 19th century. # Energetics # coal #smog #oze,1113740569178718208,2019-04-04 09:50:18,1,tlenu_prosze,157,"Radom, Polska","[{'text': 'energetyka', 'indices': [48, 59]}, {'text': 'węgiel', 'indices': [60, 67]}, {'text': 'smog', 'indices': [68, 73]}, {'text': 'oze', 'indices': [74, 78]}]",Przyszło razem z rachunkiem. Witamy w XIX wieku.#energetyka #węgiel #smog #oze,04-04 
