,post,date,user,vote,image
146,"               Well, on average, I would say.  https://antistorm.eu/zanieczyszczenia-powietrza.html  #smog #water # air contamination Source: 1547977139943.android.chrome.png   +: t4ko, Destructor91 +6 others  ",2019-01-20 10:40:08,mathmed,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Kq2ticMBlOCYMsTI8bjFjcZ9Tm5SZzWB,w400.jpg""/>"
147,"               If the stores were open then I would go to the gallery like a man, and so what? Like an animal, I have to go for a walk and inhale this smog. #smog #commandhand   +: Lipathor, goodies + 24 others  ",2019-01-20 10:06:24,azetka,26,
148,"               Beautiful Krakow, breathtaking ... (͡ ° ͜ʖ ͡ °) #krakow #smog and so little #hehes source: krakow.PNG   +: Cyfranek, GaiusBaltar +18 others  ",2019-01-20 09:55:21,przemoprzemek,20,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_8fAVJuiaEQSaIv4hAKuVuBa6q6Gg3ZEW,w400.jpg""/>"
149,"               #lodzkurwa #smog #lodz Hey @Lodz @hannazdanowska I will be extremely happy when in the end you will take any action in the fight against smog, which will start in 10 years   +: wi3hu, Sasajek +8 others  ",2019-01-20 09:49:43,BrakKontaNaFejsie,10,
150,"               A beautiful smog over Wrocław (͡ ° ͜ʖ ͡ °)  #wroclaw #smog source: IMG_20190120_094332.jpg   +: MrsHyde, alexander_z +12 others  ",2019-01-20 09:45:33,bardzospokojnyczlowiek,14,
151,               I'm fucking fucking you in these ovens. #smog   +: slavas  ,2019-01-20 09:38:41,bobson92,1,
152,"               What turned up at night that suddenly such a smog? #wroclaw #smog . . . click to expand the picture. . source: Screenshot_2019-01-20-09-34-10-332_eu.airly.android.png   +: vamenieto, fisherman_fischermann +7 others  ",2019-01-20 09:34:54,Reepo,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_OAbmYH8wZIPmDsy0VxXteKzdeEqdT2Fr,w400.jpg""/>"
153,"               #automobile #technology #natura #smog 59 policemen who checked 356 cars took part in the ""SMOG"" action in Katowice. Uniforms have retained 70 registration documents in connection with a violation of regulations related to environmental protection. source: bi.im-g.pl   +: RoastieRoast, slavas  ",2019-01-20 09:28:52,Fix,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_F1OB4TsCh1QzZng6Mwr3Bj756Di1ZtUk,w400.jpg""/>"
154,"               #lodzkurwa #smog . . . click to expand the picture. . source: 1547972054277.png   +: wrnina, slavas  ",2019-01-20 09:14:53,BrakKontaNaFejsie,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7FtLcuMjKXEjDzKZQIMOu5FuUmZGVIEy,w400.jpg""/>"
155,"               I do not recommend walking in the morning, without an anti-smog mask it is better not to move ... #wroclaw #smog   +: cookie_monster, polyamide +16 others  ",2019-01-20 08:49:39,bachus,18,
156,               Not bad  #smog source: Capture_2019-01-20-08-46-50.png   ,2019-01-20 08:47:39,P.........5,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_wijFizUYxRpSPv0czb7A1bROIk6otBDV,w400.jpg""/>"
157,"               Ferie, cars much less, and there is no smog! And no, wait ... This is a momentary anomaly by changing the camps.  #krakow #smog source: 1547969587319.jpg   +: Shin, dami423 +20 others  ",2019-01-20 08:34:58,wkoncutrzeba,22,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_OMB5sfAXV9HTXs0DRElCirHy8RinTH09,w400.jpg""/>"
158,"               I was awakened by the stench of roasted gum: / I hate smog. Unfortunately, I do not have any windows and doors :( #zalesie #smog #wurst   +: Ka90, odjatakpaczlacz +23 other  ",2019-01-20 07:52:48,jabadabadupka,25,
159,               does anyone know what the flashing power LED on webber ap 8400 means? #superair #separator # poll #webber #smog   ,2019-01-20 02:19:12,Jurigag,0,
160,               Massacre. Upper Silesia. #smog source: smog.png   +: slavas  ,2019-01-20 00:44:30,Xagog,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_N3clb1cbizUvJcGTS0SroKrPaylRbvoF,w400.jpg""/>"
161,"               #rzeszow #smog fly on a record, through a closed window I have measurements on my sensor 300% norm pm10 and 500% pm2.5. I wonder how much is outside.   +: Natsu9, Lucider5 +8 others  ",2019-01-20 00:22:24,mati75,10,
162,"               If anyone had any doubts where the smog begins  #Warsaw #smog source: kkkkkkkk.png   +: ayanami, slavas +7 others  ",2019-01-19 22:24:34,Bzdziuch,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_iRAT9j4TlVIwkIjuuwhFEtxg0tKegEU6,w400.jpg""/>"
163,"               Wild country, wild people. #smog #polska #units source: 1547931060928.png   +: Gadgetztan, IsNotNull +8 others  ",2019-01-19 21:51:20,DanielPlainview,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_hqEFCbOSHFMbYYxAcxFu1PRLzX6EPfzz,w400.jpg""/>"
164,"               What's up? #smog [see smog.PNG]   +: commutation, marcel_pijak +5 others  ",2019-01-19 21:07:15,kacpersyn,7,
165,"               And I'm wondering what's going on, how the window leaked. Tragedy ... (͡ ° ʖ̯ ͡ °)  #smog #prztrze #truestory #japierdole source: embed.jpg   +: slavas, Majronn +2 others  ",2019-01-19 20:28:29,chozi,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_oRpx1pZsBP9m5j3kf8JIMwEAFDMldiL1,w400.jpg""/>"
166,               #smog #motocycles [see ezgif-2-2d97f45c0dc4.gif]   +: bizmutx  ,2019-01-19 09:55:31,Dalmierz_Ploza,1,
167,"               ecology in Poland #heaters #humorphic #trailerparkboys #smog #ecology source: 2rfqtl.jpg   +: kaente, MyNameIsNotShaneKid +960 others  ",2019-01-18 11:03:08,drylownicadomalin,962,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_MJdeVl9BQe4TAnMPQHoHGF9cTzlNAROl,w400.jpg""/>"
168,"               #rzeszow #smog the city center in the capital of innovation GIF Source: videotogif_2019.01.18_07.55.55.gif (9.43MB)   +: Radaka, aaadam91 +33 others  ",2019-01-18 07:58:23,qstra,35,
169,"               #smog #czistepair #thermomodernization The Clean Air Program is the only possible co-financing option for thermomodernization? From what I see, the program applies only to single-family buildings. Having a house with 3 separate premises does not approach the definition of a single-family home, although as if it were 2 it was like that. Does anyone know whether in this case there is a chance for any funding? show the whole   ",2019-01-17 22:24:00,ktoszpolnocy,0,
170,"               but I hate (read me in ***) reklam) ads from #toyota and every time I see them I turn off the sound - such awesome hybrids - fuel consumption so damn low - Lean philosophy is so great -super reliability -hurr SMOG & GO (seriously?) -durr JD Power rankings - ""If everyone had a Toyota, the mechanics would not have anything to do"" #motorization #tracks show the whole   +: FFira, Chokolad +1 other  ",2019-01-17 14:44:37,xan-kreigor,3,
171,"               What a beautiful morning I see a blue sky instead of a solid gray mass (.◕‿‿◕.) Until I want to get up #katowice #smog   +: didix, KAFF +38 others  ",2019-01-17 09:13:54,MajaGraja,40,
172,"               In Bangkok they will cause artificial rain to reduce the concentration of PM2.5  #inshield #smog #air pollution source: asiaone.com   +: Duze_piwo, slavas +1 other  ",2019-01-17 09:10:25,zajconek,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_6vp1KgmkK52Gx2nmi0XdPThSFl4sggKu,w400.jpg""/>"
173,"               Today there is such transparency of the air as in the summer, smog anomalies #katowice #slask #smog   +: LobuzKochaMocniej, swaginsky3000 +1 other  ",2019-01-17 09:09:46,catsky,3,
