,post,date,user,vote,image
63,"  Xiaomi Pro Air Purifier (Gearbest) Price: $ 185.99 (PLN 697.96) | Lowest *: $ 224.99 on 11/11/2018 (Number of records: 22 - from 10.6.2017) Coupon: CWTG4O414000R LINK to Gearbest | Price notification and current coupons  Expected shipment: Dec 21 - Dec 23  #kuponynazywo - watch if you want to see more promotions ----------------------------------  GROUP on Facebook - https://facebook.com/groups/326747374417279/ CHANNEL in the Telegram application - https://t.me/couponsfromchinacom Price notifications and updated coupon lists can be found here  If you want to be called to specific keywords, write (for example): 'I want to be called to' roidmi 3s '@n_____S'  FAQ (payment / shipment):  show spoiler ** 1. What is the best way to pay? **   Paypal (you must have a PayPal account) or a USD currency card (bank or revolut.com/DiPocket) connected to PayPala (in case of problems there are 180 days to create a claim and recover money (especially important for more expensive packages)). When paying with a currency card attached to PayPala, you should also follow these steps: https: //www.wykop.pl/wpis/25914651/co-zrobic-aby-paypal-obciazyl-karte-walutowa-bez-p/   ** 2. Do you take parcel insurance? **   It's better to take for more expensive purchases.   ** 3. Which shipment to choose? **   For Banggood, the parcel reducing the chance for VAT is Priority Direct Mail (PDM) and European Direct Mail (EDM). For Gearbest Priority Line (is available for selected products in Chinese warehouse) - this type of shipment reduces the chances of VAT. Other types of parcels do not reduce the chances of VAT, but it is better to take a registered air mail (I think it is best to choose Belgium Registered, then Europe Registered, at the end of PostNL.) Than unregistered, which sometimes can go a long way (of course it can also be registered so long). If it's 60 days, and we still do not have packages, write to Gearbest. It's worth to unpack unpacking packages if you need to. Shipments can be tracked on the Alipaczka website  Set up notifications - blacklist or watch the following tags:  show spoiler. Xiaomi products - https://www.wykop.pl/tag/kuponynazywoxiaomi/   Drones - https://www.wykop.pl/tag/kuponynazywodrony/   Warehouse in Europe - https://www.wykop.pl/tag/kuponynazywoeuropa/   Knives - https://www.wykop.pl/tag/kuponynazywonoze/   Laptops and telephones - https://www.wykop.pl/tag/kuponynazywolaptopykomorki/   Telephones - https://www.wykop.pl/tag/kuponynazywotelefony/   Coupons up to $ 10 - https://www.wykop.pl/tag/kuponynazywodo10/   Coupons from 10 to 50 dollars - https://www.wykop.pl/tag/kuponynazywood10do50/   Coupons from 50 to 200 dollars - https://www.wykop.pl/tag/kuponynazywood50do200/   Coupons from 200 to 500 dollars - https://www.wykop.pl/tag/kuponynazywood200do500/   Coupons from over $ 500 - https://www.wykop.pl/tag/kuponynazywopowyzej500/   Reminds about hourly vouchers - https://www.wykop.pl/tag/kuponynazywoprzypomnienie/  ---------------------------------- Tags: #relevant air #smog #kuponynazywoxiaomi # kuponynazywood50do200 * The lowest price for Gearbest and Banggood recorded in my database (the database was created in January 2017)  show spoiler https://www.gearbest.com/living-appliances/pp_536471.html?wid=1433363  show the whole source: gloimg.gbtcdn.com   ",2018-12-21 11:01:29,n_____S,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_oUiDjPWJBG0VkIyP7SlsyOFg7CPIUQkN,w400.jpg""/>"
64,"               And that's how it lives slowly, in this Boltz, in which everything is okay.  #krakow #smog #svironment #zdrowie #czystoscpowatrza #natura source: hjjhj.jpg   +: Mis_Kudlacz, enron +3 others  ",2018-12-21 11:01:21,biesy,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_UBhLmhijQrSNVXnnUIuTZFzMhKrVHX7b,w400.jpg""/>"
65,"               #krakow #wroclaw #katowice #warszawa #poznan #smog source: shaq.jpg   +: kiwi_intrygant, pietrek_kogucik +51 others  ",2018-12-21 09:27:53,xan-kreigor,53,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_mruc7lEy0R9SoXLm9j598X0XT8GDr9Hk,w400.jpg""/>"
66,"               Admit who was kicking? http://szczecin.wyborcza.pl/szczecin/7,34939,24274552,te-sprytne-maszyny-dowiedza-sie-czym-palicie-w-piecach-drony.html  #szczecin #smog source: bi.im-g.pl   +: jedyna_wolna_name, Migfirefox +3 others  ",2018-12-21 09:12:33,Baron_Al_von_PuciPusia,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_rTx9rf73B1gFPtuM8bD2tFKrJU9f8bZg,w400.jpg""/>"
67,"               How do you irritate those signs of the Environmental Inspectorate? Standard PM 2.5 exceeded by more than 130% - air quality, good '. Well fucking awesome  #smog #warszawa #polska #krakow source: x3.wykop.pl   +: Comrate, PiotrSzczecin +10 others  ",2018-12-21 07:39:45,Kostropaty,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_PEOAlzxBREIbLdWWRkz9kJ8TvlclI5wj,w400.jpg""/>"
68,"               Report The contribution of the Polish energy sector to the implementation of global climate policy  #energetyka #polska # cop24 #smog #air pollution source: zuzycie.png   +: losBamberos88, piters + 2 others  ",2018-12-20 20:45:05,TerapeutyczneMruczenie,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_e0ArEmxxHKtywc5ZP0emTbc89zjhuLkW,w400.jpg""/>"
69,"               Picture from friend's FB, filter for recuperator after 2 months of use in #krakow #polska  I do not remember my friend's nickname about negating the efficiency of the sensors #smog I wonder what he would have to say - is it a normal pollution filter after 2 months? source: fff.jpg   +: Rockerxow, GaiusBaltar +5 others  ",2018-12-20 16:32:19,S.....p,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_XTScbOfkMLuaw2AowYiYteGVE6bZDNFa,w400.jpg""/>"
70,"               Which color to choose? #smog #streetwear # question . . . click to expand the picture. . source: embed.jpg   +: pasio_13, Grubyp_qKociamber  ",2018-12-20 13:38:53,Gollumus_Maximmus,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_FVubs8tVPRvibQUP1S2qhSpormiQGPC9,w400.jpg""/>"
71,"               Is there anyone who can explain the bakery's event on pl Bema to which, whether it is snow and frost, wind and cold, or fires and smog, are queues of retirees lining up? They give away this bread for free? Is there a +5 to protect against cancer? #Wroclaw   ",2018-12-20 12:41:32,4alz,0,
72,"               Civic intervention?  #smog source: dogazon.org   +: dylon, zjembigos +28 others  ",2018-12-20 11:53:01,zetzet,30,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Mqzd5Ai91sxBWdMHscnvYYjHez3AcSfa,w400.jpg""/>"
73,"               #sharp #xiaomi #superfilter #checker #smog #health  Mirki, I am thinking about two purifiers: Xiaomi Mi Purifire 2s and Sharp KC- A40EUW and the question arises - is it worth to put twice as much on a sharp product? From what I read on the forums, both have good reviews. Any advice? show the whole   ",2018-12-20 11:28:47,palobo,0,
74,"               and how is Mirki fit?  #heheszki #smog #polska #modameska source: i.imgur.com   +: DanekRBI, M ......... 6 +125 others  ",2018-12-20 09:09:16,alonso117,127,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_TeevoMy8viXjMuy8LMuckQsBR5O8R2eH,w400.jpg""/>"
75,"               Admin fanpage MPK Krakow after reading 2137 comments that people with a monthly should get a ticket extension by smog.  #krakow #heheszki source: i.kym-cdn.com   +: kiwi_intrygant, Cephei  ",2018-12-20 07:44:48,tusk,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_rRfQRxB6urOJ5AjekKbkmjkE1n1dgjZL,w400.jpg""/>"
76,"               A typical outfit of Krakow residents established for the duration of a trip outside the apartment (✌ ゚ ∀ ゚) ☞  #heheszki #stalker #smog #krakow . . . click to expand the picture. . source: 1545279164063.jpg   +: DinduThe NuffinMan, Mankior +238 others  ",2018-12-20 05:14:23,PEPE_Le_Sfont,240,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_gnGSkZNSdZk3DnH6Mfz3iD64oTqnEvft,w400.jpg""/>"
77,"               Hear, smog standards have gone to the ceiling so we invite you instead of comfortably your own car with a super-hyper-hepa air filtration system to get to work with your favorite music, you have free public transport and stop air exchange for smog + germs syphilis and tangles I'm already fucking xD #Cracow   +: hawat, leon_xm +96 others  ",2018-12-20 05:09:33,LM317K,98,
78,"               Why does Poland have other smog standards from WHO? After all, Poles are not somehow more resistant to polluted air than other people. #smog #quest # question for #who   +: slavas  ",2018-12-19 23:46:45,Cesarz_Polski,1,
79,"               #smog ej, you can open the windows there to ventilate Gliwice . . . click to expand the picture. . source: Screenshot_20181219-234046.jpg   +: lubie-cheesecake, slavas +1 other  ",2018-12-19 23:44:52,Mirkogoras,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_bxwhsrEKbqSQgK5wJvyxKe1TCj9Dh9ST,w400.jpg""/>"
80,"               On ul. Adam Asnyk janusz adds to the xD #smog stove . . . click to expand the picture. . source: 1545257007590.airly.android.png   +: Rockerxow, Freakz +3 others  ",2018-12-19 23:04:34,Dirty_Digger,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_tikZNtCN0tUTGcYI8F4i3HAY1o6S4Hlw,w400.jpg""/>"
81,"               #krakow #smog #heheszki (͡ ° ͜ʖ ͡ °) [See 15675877_10212359937220663_4007448773099067935_o.jpg]   +: lubie-cheesenik, Freakz +8 others  ",2018-12-19 23:00:30,pa_vu_lon,10,
82,"               Today, not too bad for my city, we are going to run (͡ ° ͜ʖ ͡ °) #smog source: Capture_2018-12-19-22-13-46.png   +: restecp, LM317K  ",2018-12-19 22:14:45,DPary,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_mEJEjZKaDKhNp9MNRHIZUoZelSYarnaU,w400.jpg""/>"
83,               Why will not #warszawa make a free transport if such a smog? #ztm   +: liguryt  ,2018-12-19 22:13:40,Zamaloczasunalogin,1,
84,"               Today, quite nice air. Only 200% of the norm. #smog   +: slavas  ",2018-12-19 22:12:49,plusbear,1,
85,"               recall  #krakow #smog source: canada.ca   +: ksze, Senchaa +3 others  ",2018-12-19 21:53:57,kommie,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_KOktXLIGta1pDqJllPcpXd9fkohXYcU4,w400.jpg""/>"
86,"               404521,27 - 11.51 - 9.15 - 6.40 - 7.64 - 10.08 - 12.77 = 404,463.72  A little from that week, a bit out of the present. Smog, cold, slippery, so mainly slow running.  #check. #cheszkrakow  An entry added using this script  show spoiler Best, because it's free   It's for everything, then ... It's good!   It counts, it's probably magic   The script is correct, others are wrong   There will be nice graphs   Tell mother, tell grandma, let them take it down!  show the whole   +: Akuku69, Kinja +12 others  ",2018-12-19 19:38:20,hard1,14,
87,"               #krakow #mpk #mpkkrakow #oswiadczenie #smog http://krakow.pl/aktualnosci/226070,1912,komunikat,krakow_kontynuuje_swoja_polityke_transportowa.html?fbclid=IwAR2Oc49GG7KcUzfjBOlOIMnbsOqLNmY6qzEFoZLRdWpiaEtkbZncYcXWAB0  BAND WHORE Idiots.  The air will probably look like tomorrow in the annex in Krakow. Big halo because they will make one day free, but the liquidation of tickets for one line and two is pure motherfuckery. The costs of my MPK will increase by 100%.  @PlatformaKomunikacyjnaKrakowa, I bet that you will have a lot of work in the future. show the whole source: smogkrakoweeveryday.jpg   +: cellulose, erln +1 other  ",2018-12-19 18:44:02,Krs90,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_RIk3wjjqNEEgihsV5Tu6bg0Gls05ZqF0,w400.jpg""/>"
88,"               Write to the pitcher @Reepo that nobody knows that smog standards are exceeded until it's checked He answers you with some kind of xddddzdxdx, it seems that there is no smog and it adds up to black, not to be ridiculed #bekazpodhldzi #shitwykopsays   +: doppelherz  ",2018-12-19 18:23:21,Shatter,1,
89,"               In Markt's media there are masks for PLN 10. Apart from the look, they are ok? I'm asking because I've seen 10x more expensive #smog #krakow #kiciochpyta   ",2018-12-19 18:00:52,CzarneChmury,0,
90,"               New #banksy about my great city.  #wroclaw #zima #smog source: 9xbtci4xr8521.jpg   +: massbombing, JohnMarkII +417 others  ",2018-12-19 17:52:45,kidzior,419,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_u2ExK7hccYH2kB2jY3EH7qHZrvmA0ewI,w400.jpg""/>"
91,"               #banksy #smog #policy #art Banksy and his new work.  show the spoiler, how on time  Banksy source: instagram.com   +: lubie-cheesecake, multisanostol +1 other  ",2018-12-19 15:58:33,IcouldBeAnyone,3,"<img class=""block lazy"" src=""https://www.wykop.pl/cdn/c3201142/comment_mQ23MuYTt8dgy3cMVtmL9bZTArbWP9Fi,w400.jpg""/>"
92,"               The air in Wroclaw Is there any air quality measurement station in the center that can not be shown to me? I would like to read from it, because it is here that I stay like many others for even a part of the day. #wroclaw #smog #kanarek source: hmmmm.png   ",2018-12-19 15:36:40,G....4,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Ss3mucWQExSP31mUgdr1wDbFiL8tJGb3,w400.jpg""/>"
93,"               Cool is the air in Wroclaw, not so clean #wroclaw #smog #zalesie   +: drive, honey +17 others  ",2018-12-19 13:06:55,Soojin21,19,
94,               #smog  Someone cheap and dusty? Such a portable to measure shit in the air.   ,2018-12-19 12:38:12,Khaine,0,
95,"               Such a situation, more than 20kg of goodness.  #conceal with #smog source: 1545218117524.jpg   +: Smigly, 9k49 +3 others  ",2018-12-19 12:15:23,Dusha,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_es3AqbUqj413A3aQ6xdqDXxfWD9bH965,w400.jpg""/>"
96,"               #smog #warszawa #krakow  As part of the fight against smog I recommend emigration  #glasgow source: 1545216256676.miui.home.png   +: T ... 0, Jeleniowa +5 others  ",2018-12-19 11:44:36,cactooos,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_pzEfq5GaLfgdcvPVtphkOxdz7oKXdE03,w400.jpg""/>"
97,"               After three months I came back from the seaside and mountain city in Italy, where the ubiquitous wind makes the air incredibly clean, to Poland. What is done here with the air is a drama. Already at the airport I thought that it is from an airplane / bus that stinks with exhaust fumes and no fuel at all ... Now I fall asleep at 12h as killed and walk tired. I asked my friends how they were, they said they were exactly the same. Black death in the air ... by itself (╯(╰,) #zdrowie #smog #polska show the whole   +: martinlubpl, slavas +2 others  ",2018-12-19 11:29:58,Hohlik7,4,
98,"               [#baluckieopowiesci - ""Kara mustafa""]  In high school, I had a man in the class who had problems - I do not know if he was suffering from asperger or if it was already autism. Contact with him was difficult - but he reacted normally, sometimes he even smiled. Sympathetic and basically unfriendly. A very good learner, a man with a passion for mathematics and physics. He knew a lot and somehow tried to help although he had problems with communication problems.  Teachers respected this man very much, we also liked him. Although sometimes the guys ridiculed him as he roamed the school corridors both inside and outside. There were a couple of slides in the school - well, it was not a typical high school girl only profiled in principle, such a little technical school with the option of high school. Comedy of the Polish education system.  That is why Przemek's walks drew the weight of those with. Sometimes they threw him money at his feet, but it was not dangerous. Several times our class homies have been dealing with them about it. Well, all in all a colleague had some problems and you had to protect him. Nobody would let a man get hurt because we would have a stain on honor as a class. In total, you know, people, I can say with a hand on my heart I had fronts in the face. Really.  Przemek one day caught a school gangus - a packed with steroids, a piece of meat with a peanut-sized brain. He knocked him down - luckily, the rest of my class came to him and just jerked - for what it was then roaring because I also had a Cossack, but with a good heart and had a pair in my paws. That until he rejected. We raised our friend and returned to our class. Gangusowi nothing to disregard on honor he lost nothing. All the time we were threatened with death then XD and colleagues. Normal bream in total.  How was he later dug in XD  I sit one day in the library and take samples (then I had a cosmic weak link at home - 2005) and this Neanderthal XD sticks there. It was a period when TV presented an ambitious TV program about Miriam's life - trance woman. This idiot found the naked photos of this stick and set it on the school computer as wallpaper. It was unfortunate that at that time the director had just entered the library - such a low XD texan guard and how he saw it ... Interrogated us - everyone asked if this guy was aggressive? He just because he did not leave school, that his mother asked him to finish this sports class XD and had some perspective.  To tell the truth, it's a pity Przemek has so far - the guy always was uphill and yet such an action happened to him. Bałuty is such a jungle (though lately smog smells more of a hell) and here people are not treated with respect. Maybe in other years it has changed, but it was not good in mine.  Respect your colleagues, those weaker and not always chad, srad or other pseudo wins. The real win is the one who can bend over the fate of the weak and those whose life is not littered with roses. Do not listen to others who say otherwise. It's not worth being a motherfucker in my life.  Merry Christmas because it's probably the last entry this year. ʕ • ᴥ • ʔ Hi!  #lodz #baluty #lodzkurwa #patologiazmiasta #patologia #feels #wspomnienia show whole source: wally.jpg   +: TheChogielu, wieniu + 251 others  ",2018-12-19 11:04:48,A....7,253,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_lCu1BtZm354uOANAkfirR3u9k7z5cCj0,w400.jpg""/>"
99,"               In general, I would like to praise Radom for an extensive system of smog sensors. Few Polish cities can boast of such, for example in Kielce, Lublin, Rzeszów (and therefore voivodship cities) there are only 3 such sensors. #radom #smog source: smog.PNG   +: taraqui, peppers +9 others  ",2018-12-19 10:32:42,Lolenson1888,11,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Cr46qUZgjYktfF712gSIGzu8Kdj4J8ly,w400.jpg""/>"
100,"               Oh, hell, I have to go to the city today, but I do not have a mask ... #wroclaw #smog #polska   +: Arikadou  ",2018-12-19 10:29:20,Szamanmati,1,
101,               #airfilter #smog #rakow Elo Mirki and Mirabelki. I am writing to you regarding the air cleaner. I am looking for a CADR 150-250 m3 / h. It's nice if it's controlled by wi-fi. HEPA filters and UV lamp. Immediately I write that Xiaomi Air drops out (too loud). Can you recommend anything sensible up to 1.5k? Greetings from Ślunsk! (͡ ° ͜ʖ ͡ °) show the whole   +: good-bye  ,2018-12-19 09:48:19,dowzer89,1,
102,"               Mireczki recommend some specific anti-smog masks? The best in two categories:  1. Cheap and good (there is nothing to overpay for design, I would like to convince my family to take care of health - recently records of 1400% PM2.5 and PM10) 2. Good for wearing glasses  Thank you in advance  #smog #maskaantysmogowa #smogtydzbanie #zdrowie #cokupic show the whole   +: Janusz_Sportu, Pumpkinn  ",2018-12-19 09:47:39,zagu,2,
103,"               I know where this smog comes from! From 6:30, someone keeps whisking my rugs under my window (ಠ_ಠ) #smog #warszawa   +: Denna  ",2018-12-19 09:44:59,zofialidia,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_8SH3hkXxJ87gCEnbwyEuRocbAsm5ORSn,w400.jpg""/>"
104,"               TOP 5, DUST DUST IN AFGANA AND ADVANCED <3  #smog source: scontent.fpoz1-1.fna.fbcdn.net   +: monox12, Typpwy +11 others  ",2018-12-19 09:41:24,Reepo,13,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5JUV9rXu713ynDuKIQVcDSa7hZokjeyp,w400.jpg""/>"
105,"               Stick to the hazelnuts from Bukowno (͡ ° ʖ̯ ͡ °) I do not envy you  #smog #airly source: bukowno.png   +: utlv_, CzarneChmury +2 other  ",2018-12-19 09:15:06,bajeron,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9OLnfCnImf6Yhh6OorvPF87jTRsOabQA,w400.jpg""/>"
106,"               What's up? The editor flew away into a different dimension. #ekologia #smog #polska #dziennikarstwo source: sketch-1545204356893.png   +: mroz3, mrbeanxx +12 others  ",2018-12-19 08:44:07,ijauke,14,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_EieuOLXpAo5iobUaQ3IXuKiCeAi5h91I,w400.jpg""/>"
107,"               Halko, south-east of Wroclaw, how are you living? xD You have 2100% WHO standard (only 800% of EN standard) PM 2.5 xD What are you smoking there? XDDDD  #smog #Wroclaw source: scontent.fpoz1-1.fna.fbcdn.net   +: kitav, honey +273 others  ",2018-12-19 08:40:08,Reepo,275,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_cxxUI7RNDrmk2s8x1BPYSqKFbmeeQb9b,w400.jpg""/>"
108,"               What is the shortest joke about Wrocław?  show spoiler. Air quality is sufficient   #wroclaw #smog   +: malaria, krave +10 others  ",2018-12-19 08:39:50,skarbie,12,
109,"  Smog is growing. It is extremely unpleasant when someone has to go out in the mask. #wroclaw #smog . . . click to expand the picture. . source: 1545204684181.tajchert.canary.png   +: Bartek4175, rybak_fischermann +4 others  ",2018-12-19 08:31:27,bachus,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_osdp4bFJBTcuPD9ONCjjjrdo6T1ehVRH,w400.jpg""/>"
110,"               Mircy, does anyone remember a piece about Silesians and smog? Something dawns on me but I can not remember. #smog #slask #whal #super #questions #task   ",2018-12-19 08:10:12,appo_bjornstatd,0,
111,"               A reliable app with measurements, is it? #smog   ",2018-12-19 08:01:40,chudziutki,0,
112,"               WROCŁAW PFF EVEN NOT A POLISH CHAMPION PFFFFFFFFF #wroclaw #smog source: scontent.fpoz1-1.fna.fbcdn.net   +: pestis, Qraape +71 others  ",2018-12-19 07:58:52,Reepo,73,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ncvBYYPrhRbox4DfRH5cwzAXQ0GJwLoO,w400.jpg""/>"
113,"               Good morning Europo! Good morning Poland! We wish you all healthy and happy holidays (͡ ° ͜ʖ ͡ °) returning to family holidays #smog #dramat #second #technology #digration source: roda.png   +: swarp, Kremowka_z_Wadowic +61 others  ",2018-12-19 07:38:36,sahazz,63,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_q8LdubS5vd6Be2YxMsInjIcEk8Cphdd7,w400.jpg""/>"
114,"               I recommend today to pull out masks xd People cough like chopped. 428% of the Polish standard, WHO is probably something more than a thousand #Wroclaw #smog source: Screenshot_2018-12-19-06-49-51-845_eu.airly.android.png   +: Aaciak, CanWeStop +69 others  ",2018-12-19 06:51:04,Reepo,71,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_HyNbZSUskFtpwWx7JuFlMWluPX0gTGAX,w400.jpg""/>"
115,"               I do not know if a good idea, but if every resident of #krakow at an agreed time (S hour) has turned on the dryer or windmill for a while, then maybe this #smog moved a bit   +: Manderigon, Michael_Scott +13 others  ",2018-12-19 01:29:11,M.................j,15,
116,"               # in form  #smog #air . . . click to expand the picture. . source: Screenshot 2018-12-19 at 01.27.12.png   +: ayanami, Manderigon +5 others  ",2018-12-19 01:28:26,currywurst,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_HNHyjFKBnoY5bFjz3n28KdCBSnj1TPY2,w400.jpg""/>"
117,"               It's horny, smells a little oscypek #krakow #smog source: IMG_20181218_201913.jpg   +: Ostatni_Sarmata, Kaiser_Verbot +18 others  ",2018-12-18 20:21:38,rasmor,20,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5uvMGyFoafG6KDyf4I6RvKATvsfOdGPm,w400.jpg""/>"
118,"               Greetings from Krakow #polska #krakow #smog source: comment_KLamPNDxGjbvML3kobVeA248Dt3joxG9.jpg   +: Brykers, xandra +13 others  ",2018-12-18 20:14:53,XKHYCCB2dX,15,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_lms8SkzCk19lp90glmjig3ToVyxBybL9,w400.jpg""/>"
119,"               Thanks @cdwdj!  Anyway, I would like to praise the excavation I got from this man. It hit my taste - APA and Pils. For this I have not yet had the opportunity to try any of the beers of this brewery. With this anti-smog mask it even came out funny, because since snow has fallen in Krakow, the fog is amazing (of course smog). Freshly ground coffee, you need to drink quickly. I'm a cupcake so I'm probably short on Christmas.  As for the letter, I will write this week, but probably the answer will come after the holidays. Meanwhile, happy holidays and thanks to everyone for having fun.  #wykopoczta #wykopaczka #wykopaka and bit #krakow because #smog (͡ ° ͜ʖ ͡ °) show all source: IMG_4028.jpg   +: rybeczka, Skura_zOgura +26 others  ",2018-12-18 19:59:35,yuio,28,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_syCa4Ck4gywqqrPkpUhdGiBS324NPwK8,w400.jpg""/>"
120,"               #smog richly in #krakow source: 1.png   +: spookyscaryskeleton, Ostatni_Sarmata +6 others  ",2018-12-18 19:54:56,bajnok8,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_TGxjxzvm6FwE8aBwK2HH0tNTjOfb20R6,w400.jpg""/>"
121,"               Halo Krakow in which is it getting dark? Is it possible to hang up in the air? ̶ maczete? (͡ ° ͜ʖ ͡ °) #krakow #smog #heheszki . . . click to expand the picture. . source: 1545159210763.wojciechkulik.smog_polska.png   +: Ostatni_Sarmata, slavas +2 others  ",2018-12-18 19:53:52,Sypu,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_E5nsVr05cLEvM6ndkBD4dY87648CP5Yu,w400.jpg""/>"
122,"               Why this poor state can not cope with one trivial problem. All you have to do is spend an hour outside the house to make your hair and clothes smell like fuckin 'shit. How to live.  #smog #warszawa . . . click to expand the picture. . source: 1545157962144.airly.android.png   +: Pawulon2137, slavas +55 others  ",2018-12-18 19:34:26,easy_idle,57,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_fX50VpI1qPdSEdPtsV42gKI3JASHOCBu,w400.jpg""/>"
123,"               Is there anything wrong with me that I do not feel this smog? Whether you have been living here for 30 years, you have got used to it. #want #smog   ",2018-12-18 19:13:14,Kamil85R,0,
124,"               The first chimney electroflocter for household use, patent of scientists from the Silesian University of Technology in Gliwice. In the comments wrote to the question of the user Krze cha that this is a shunt type device so there is no problem with the string, the fan mounted in the device can only improve the chimney draft. Staying in a room with such a device is absolutely safe, energy consumption at the level of 40W bulbs. #smog show the whole source: youtube.com   +: slavas  ",2018-12-18 19:05:28,ortalionowy,1,"<img class=""block lazy"" src=""https://www.wykop.pl/cdn/c3201142/comment_zQz6kWE4jFj0ReeKybRHuIryUpBIr5Nr,w400.jpg""/>"
125,"               A hell, tears fall from my eyes in this air (ಠ_ಠ)  #lodz #smog   +: Zashi, Ostatni_Sarmata +2 others  ",2018-12-18 18:32:56,ivbefre,4,
126,"               Tomorrow, on the occasion of smog, we travel by public transport for Free. #that #smog   +: ataeB, Memorymemory +1 different  ",2018-12-18 17:33:42,luxpl,3,
127,"               To all the clouds and home doctors who tell a garbage truck for Gosia.  Goha is from this year, from those times where food was healthier, less air chemistry also so despite and for more than a dozen years leads as it leads, it does not mean that at any moment will go to see Stule Piotrowska (͡ ° ͜ʖ ͡ °)  Now you are probably from the year 2000, even if you are away from fastfoods in milk, butter and other food products throughout your life you have so much chemistry that Mendelejewa boards would go beyond the rock, add stare at the screens, sitting-comfortable life mode, smog + any though lightweight and I'm sure that it can leave you with less life than Gosia.  within half a year two people in my block turned around, one was 40 years old and the other 36 (͡º ͜ʖ͡º) also this ... Whoever digs at the graves, the same goes into them (⌐ ͡ ■ ͜ʖ ͡ ■) #patostreamy #danielmagical show the whole   +: Kitles, Potezny_Baobabun +3 others  ",2018-12-18 17:10:55,StraznikZawartosci,5,
128,"               My beautiful city <3 #smog #zimowypierdalaj #pabianice . . . click to expand the picture. . source: Screenshot_2018-12-18-16-52-19-502_en.tajchert.canary.png   +: ICame, tomosano +3 others  ",2018-12-18 16:56:46,Xpress,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_OmVEf6uNQ3GvsNkmqvH81qxyUMMRrXct,w400.jpg""/>"
129,"               I think L4 tomorrow (͡ ° ʖ̯ ͡ °)  #warszawa #smog source: i.imgur.com   +: restecp, Brajanusz_hejterowy +3 others  ",2018-12-18 16:47:46,kicjow,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_AGvFcwb7iHMLVe0Htif9Yqav9J8jHlKL,w400.jpg""/>"
